Trajectory - Seconds: 11.65, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 1.20, Y: -3.90), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.17), 
State(Sec: 2.35, Vel m/s: 2.77, Accel m/s/s: 0.28, Pose: Pose2d(Translation2d(X: 3.95, Y: -1.80), Rotation2d(Rads: 0.23, Deg: 13.35)), Curvature: -0.30), 
State(Sec: 2.37, Vel m/s: 2.78, Accel m/s/s: 0.22, Pose: Pose2d(Translation2d(X: 4.02, Y: -1.78), Rotation2d(Rads: 0.21, Deg: 12.12)), Curvature: -0.29), 
State(Sec: 2.40, Vel m/s: 2.78, Accel m/s/s: 0.16, Pose: Pose2d(Translation2d(X: 4.09, Y: -1.76), Rotation2d(Rads: 0.19, Deg: 10.93)), Curvature: -0.28), 
State(Sec: 2.43, Vel m/s: 2.79, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 4.16, Y: -1.75), Rotation2d(Rads: 0.17, Deg: 9.78)), Curvature: -0.28), 
State(Sec: 2.45, Vel m/s: 2.79, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 4.23, Y: -1.74), Rotation2d(Rads: 0.15, Deg: 8.65)), Curvature: -0.27), 
State(Sec: 2.48, Vel m/s: 2.79, Accel m/s/s: -0.03, Pose: Pose2d(Translation2d(X: 4.30, Y: -1.73), Rotation2d(Rads: 0.13, Deg: 7.55)), Curvature: -0.27), 
State(Sec: 2.50, Vel m/s: 2.79, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 4.37, Y: -1.72), Rotation2d(Rads: 0.11, Deg: 6.47)), Curvature: -0.27), 
State(Sec: 2.53, Vel m/s: 2.79, Accel m/s/s: -0.20, Pose: Pose2d(Translation2d(X: 4.44, Y: -1.71), Rotation2d(Rads: 0.09, Deg: 5.39)), Curvature: -0.28), 
State(Sec: 2.55, Vel m/s: 2.78, Accel m/s/s: -0.30, Pose: Pose2d(Translation2d(X: 4.51, Y: -1.71), Rotation2d(Rads: 0.08, Deg: 4.31)), Curvature: -0.28), 
State(Sec: 2.57, Vel m/s: 2.77, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 4.57, Y: -1.70), Rotation2d(Rads: 0.06, Deg: 3.22)), Curvature: -0.29), 
State(Sec: 2.60, Vel m/s: 2.76, Accel m/s/s: -0.58, Pose: Pose2d(Translation2d(X: 4.64, Y: -1.70), Rotation2d(Rads: 0.04, Deg: 2.12)), Curvature: -0.31), 
State(Sec: 2.62, Vel m/s: 2.75, Accel m/s/s: -0.27, Pose: Pose2d(Translation2d(X: 4.70, Y: -1.70), Rotation2d(Rads: 0.02, Deg: 0.98)), Curvature: -0.33), 
State(Sec: 2.66, Vel m/s: 2.74, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 4.82, Y: -1.70), Rotation2d(Rads: -0.02, Deg: -1.33)), Curvature: -0.34), 
State(Sec: 2.71, Vel m/s: 2.74, Accel m/s/s: 0.55, Pose: Pose2d(Translation2d(X: 4.93, Y: -1.71), Rotation2d(Rads: -0.06, Deg: -3.57)), Curvature: -0.34), 
State(Sec: 2.75, Vel m/s: 2.76, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 5.05, Y: -1.71), Rotation2d(Rads: -0.10, Deg: -5.62)), Curvature: -0.31), 
State(Sec: 2.79, Vel m/s: 2.77, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.15, Y: -1.73), Rotation2d(Rads: -0.13, Deg: -7.37)), Curvature: -0.25), 
State(Sec: 2.83, Vel m/s: 2.69, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.26, Y: -1.74), Rotation2d(Rads: -0.15, Deg: -8.72)), Curvature: -0.18), 
State(Sec: 2.87, Vel m/s: 2.60, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.37, Y: -1.76), Rotation2d(Rads: -0.17, Deg: -9.63)), Curvature: -0.10), 
State(Sec: 2.91, Vel m/s: 2.52, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.48, Y: -1.78), Rotation2d(Rads: -0.18, Deg: -10.07)), Curvature: -0.03), 
State(Sec: 2.96, Vel m/s: 2.42, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.60, Y: -1.80), Rotation2d(Rads: -0.18, Deg: -10.08)), Curvature: 0.03), 
State(Sec: 3.01, Vel m/s: 2.31, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.72, Y: -1.82), Rotation2d(Rads: -0.19, Deg: -10.76)), Curvature: -0.21), 
State(Sec: 3.04, Vel m/s: 2.26, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.79, Y: -1.83), Rotation2d(Rads: -0.20, Deg: -11.73)), Curvature: -0.31), 
State(Sec: 3.07, Vel m/s: 2.20, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.85, Y: -1.85), Rotation2d(Rads: -0.23, Deg: -13.08)), Curvature: -0.41), 
State(Sec: 3.10, Vel m/s: 2.14, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.92, Y: -1.86), Rotation2d(Rads: -0.26, Deg: -14.80)), Curvature: -0.50), 
State(Sec: 3.13, Vel m/s: 2.07, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 5.98, Y: -1.88), Rotation2d(Rads: -0.29, Deg: -16.89)), Curvature: -0.58), 
State(Sec: 3.17, Vel m/s: 2.01, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.05, Y: -1.90), Rotation2d(Rads: -0.34, Deg: -19.34)), Curvature: -0.66), 
State(Sec: 3.20, Vel m/s: 1.93, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.11, Y: -1.93), Rotation2d(Rads: -0.39, Deg: -22.12)), Curvature: -0.73), 
State(Sec: 3.24, Vel m/s: 1.86, Accel m/s/s: -1.44, Pose: Pose2d(Translation2d(X: 6.18, Y: -1.96), Rotation2d(Rads: -0.44, Deg: -25.23)), Curvature: -0.80), 
State(Sec: 3.28, Vel m/s: 1.80, Accel m/s/s: -0.89, Pose: Pose2d(Translation2d(X: 6.24, Y: -1.99), Rotation2d(Rads: -0.50, Deg: -28.63)), Curvature: -0.85), 
State(Sec: 3.32, Vel m/s: 1.77, Accel m/s/s: -0.41, Pose: Pose2d(Translation2d(X: 6.30, Y: -2.03), Rotation2d(Rads: -0.56, Deg: -32.28)), Curvature: -0.88), 
State(Sec: 3.36, Vel m/s: 1.75, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 6.37, Y: -2.07), Rotation2d(Rads: -0.63, Deg: -36.14)), Curvature: -0.90), 
State(Sec: 3.41, Vel m/s: 1.75, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 6.43, Y: -2.12), Rotation2d(Rads: -0.70, Deg: -40.15)), Curvature: -0.90), 
State(Sec: 3.45, Vel m/s: 1.77, Accel m/s/s: 0.85, Pose: Pose2d(Translation2d(X: 6.49, Y: -2.17), Rotation2d(Rads: -0.77, Deg: -44.24)), Curvature: -0.88), 
State(Sec: 3.50, Vel m/s: 1.81, Accel m/s/s: 1.25, Pose: Pose2d(Translation2d(X: 6.54, Y: -2.23), Rotation2d(Rads: -0.84, Deg: -48.36)), Curvature: -0.84), 
State(Sec: 3.55, Vel m/s: 1.87, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.60, Y: -2.30), Rotation2d(Rads: -0.92, Deg: -52.44)), Curvature: -0.79), 
State(Sec: 3.60, Vel m/s: 1.96, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.65, Y: -2.37), Rotation2d(Rads: -0.98, Deg: -56.07)), Curvature: -0.60), 
State(Sec: 3.64, Vel m/s: 2.06, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.70, Y: -2.46), Rotation2d(Rads: -1.03, Deg: -58.98)), Curvature: -0.47), 
State(Sec: 3.69, Vel m/s: 2.15, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.75, Y: -2.54), Rotation2d(Rads: -1.07, Deg: -61.31)), Curvature: -0.36), 
State(Sec: 3.74, Vel m/s: 2.25, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.80, Y: -2.63), Rotation2d(Rads: -1.10, Deg: -63.16)), Curvature: -0.27), 
State(Sec: 3.78, Vel m/s: 2.34, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.85, Y: -2.73), Rotation2d(Rads: -1.13, Deg: -64.59)), Curvature: -0.21), 
State(Sec: 3.83, Vel m/s: 2.43, Accel m/s/s: -0.46, Pose: Pose2d(Translation2d(X: 6.89, Y: -2.82), Rotation2d(Rads: -1.15, Deg: -65.67)), Curvature: -0.15), 
State(Sec: 3.87, Vel m/s: 2.41, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.94, Y: -2.92), Rotation2d(Rads: -1.16, Deg: -66.43)), Curvature: -0.10), 
State(Sec: 3.92, Vel m/s: 2.32, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.98, Y: -3.02), Rotation2d(Rads: -1.17, Deg: -66.89)), Curvature: -0.05), 
State(Sec: 3.96, Vel m/s: 2.22, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.02, Y: -3.12), Rotation2d(Rads: -1.17, Deg: -67.06)), Curvature: -0.00), 
State(Sec: 4.01, Vel m/s: 2.13, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.06, Y: -3.21), Rotation2d(Rads: -1.17, Deg: -66.92)), Curvature: 0.05), 
State(Sec: 4.06, Vel m/s: 2.03, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.10, Y: -3.31), Rotation2d(Rads: -1.16, Deg: -66.46)), Curvature: 0.11), 
State(Sec: 4.11, Vel m/s: 1.93, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.14, Y: -3.40), Rotation2d(Rads: -1.15, Deg: -65.64)), Curvature: 0.19), 
State(Sec: 4.16, Vel m/s: 1.83, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.18, Y: -3.48), Rotation2d(Rads: -1.12, Deg: -64.39)), Curvature: 0.28), 
State(Sec: 4.21, Vel m/s: 1.73, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.22, Y: -3.56), Rotation2d(Rads: -1.09, Deg: -62.60)), Curvature: 0.42), 
State(Sec: 4.26, Vel m/s: 1.63, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.26, Y: -3.63), Rotation2d(Rads: -1.05, Deg: -60.13)), Curvature: 0.63), 
State(Sec: 4.31, Vel m/s: 1.53, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.30, Y: -3.70), Rotation2d(Rads: -0.99, Deg: -56.73)), Curvature: 0.94), 
State(Sec: 4.36, Vel m/s: 1.44, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.34, Y: -3.76), Rotation2d(Rads: -0.92, Deg: -52.49)), Curvature: 1.17), 
State(Sec: 4.40, Vel m/s: 1.34, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.38, Y: -3.81), Rotation2d(Rads: -0.83, Deg: -47.68)), Curvature: 1.44), 
State(Sec: 4.43, Vel m/s: 1.30, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.40, Y: -3.83), Rotation2d(Rads: -0.79, Deg: -45.06)), Curvature: 1.59), 
State(Sec: 4.45, Vel m/s: 1.25, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.42, Y: -3.85), Rotation2d(Rads: -0.74, Deg: -42.30)), Curvature: 1.74), 
State(Sec: 4.47, Vel m/s: 1.21, Accel m/s/s: -1.97, Pose: Pose2d(Translation2d(X: 7.45, Y: -3.87), Rotation2d(Rads: -0.69, Deg: -39.40)), Curvature: 1.89), 
State(Sec: 4.49, Vel m/s: 1.16, Accel m/s/s: -1.66, Pose: Pose2d(Translation2d(X: 7.47, Y: -3.88), Rotation2d(Rads: -0.63, Deg: -36.38)), Curvature: 2.04), 
State(Sec: 4.52, Vel m/s: 1.12, Accel m/s/s: -1.36, Pose: Pose2d(Translation2d(X: 7.49, Y: -3.90), Rotation2d(Rads: -0.58, Deg: -33.24)), Curvature: 2.18), 
State(Sec: 4.54, Vel m/s: 1.09, Accel m/s/s: -1.06, Pose: Pose2d(Translation2d(X: 7.51, Y: -3.91), Rotation2d(Rads: -0.52, Deg: -30.01)), Curvature: 2.30), 
State(Sec: 4.56, Vel m/s: 1.07, Accel m/s/s: -0.75, Pose: Pose2d(Translation2d(X: 7.53, Y: -3.92), Rotation2d(Rads: -0.47, Deg: -26.70)), Curvature: 2.41), 
State(Sec: 4.58, Vel m/s: 1.05, Accel m/s/s: -0.45, Pose: Pose2d(Translation2d(X: 7.55, Y: -3.93), Rotation2d(Rads: -0.41, Deg: -23.35)), Curvature: 2.48), 
State(Sec: 4.61, Vel m/s: 1.04, Accel m/s/s: -0.15, Pose: Pose2d(Translation2d(X: 7.57, Y: -3.94), Rotation2d(Rads: -0.35, Deg: -19.99)), Curvature: 2.53), 
State(Sec: 4.63, Vel m/s: 1.04, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 7.60, Y: -3.95), Rotation2d(Rads: -0.29, Deg: -16.64)), Curvature: 2.55), 
State(Sec: 4.65, Vel m/s: 1.04, Accel m/s/s: 0.46, Pose: Pose2d(Translation2d(X: 7.62, Y: -3.96), Rotation2d(Rads: -0.23, Deg: -13.33)), Curvature: 2.53), 
State(Sec: 4.67, Vel m/s: 1.05, Accel m/s/s: 0.77, Pose: Pose2d(Translation2d(X: 7.64, Y: -3.96), Rotation2d(Rads: -0.18, Deg: -10.10)), Curvature: 2.49), 
State(Sec: 4.69, Vel m/s: 1.07, Accel m/s/s: 1.09, Pose: Pose2d(Translation2d(X: 7.66, Y: -3.96), Rotation2d(Rads: -0.12, Deg: -6.96)), Curvature: 2.41), 
State(Sec: 4.71, Vel m/s: 1.09, Accel m/s/s: 1.42, Pose: Pose2d(Translation2d(X: 7.68, Y: -3.97), Rotation2d(Rads: -0.07, Deg: -3.95)), Curvature: 2.31), 
State(Sec: 4.73, Vel m/s: 1.12, Accel m/s/s: 1.77, Pose: Pose2d(Translation2d(X: 7.71, Y: -3.97), Rotation2d(Rads: -0.02, Deg: -1.08)), Curvature: 2.20), 
State(Sec: 4.75, Vel m/s: 1.15, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.73, Y: -3.97), Rotation2d(Rads: 0.03, Deg: 1.65)), Curvature: 2.07), 
State(Sec: 4.79, Vel m/s: 1.23, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.77, Y: -3.96), Rotation2d(Rads: 0.12, Deg: 6.60)), Curvature: 1.78), 
State(Sec: 4.83, Vel m/s: 1.30, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.82, Y: -3.96), Rotation2d(Rads: 0.19, Deg: 10.88)), Curvature: 1.50), 
State(Sec: 4.86, Vel m/s: 1.37, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.86, Y: -3.95), Rotation2d(Rads: 0.25, Deg: 14.49)), Curvature: 1.23), 
State(Sec: 4.90, Vel m/s: 1.44, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.91, Y: -3.93), Rotation2d(Rads: 0.31, Deg: 17.48)), Curvature: 0.98), 
State(Sec: 4.96, Vel m/s: 1.57, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.00, Y: -3.90), Rotation2d(Rads: 0.38, Deg: 21.73)), Curvature: 0.57), 
State(Sec: 5.02, Vel m/s: 1.69, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.09, Y: -3.86), Rotation2d(Rads: 0.44, Deg: 25.09)), Curvature: 0.62), 
